General Ledger,,,,,,,,,
"Johnson Family Dentistry, PLLC",,,,,,,,,
"January 1-December 31, 2023",,,,,,,,,
,,,,,,,,,
,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Split account,Amount,Balance
,710 Office Supplies,11/27/2023,Expense,,Amazon,,Credit Card Payable,35.28,"33,991.47"
,710 Office Supplies,11/27/2023,Expense,,Amazon Free Time,,Credit Card Payable,5.42,"33,996.89"
,710 Office Supplies,11/28/2023,Expense,,Transfer Fee,,Cash in BOA 0693,1.00,"33,997.89"
,710 Office Supplies,11/28/2023,Expense,,Netflix,,Credit Card Payable,24.99,"34,022.88"
,710 Office Supplies,11/28/2023,Expense,,PBHS,,Credit Card Payable,10.00,"34,032.88"
,710 Office Supplies,11/28/2023,Expense,,hobby lobby,,Credit Card Payable,247.26,"34,280.14"
,710 Office Supplies,11/28/2023,Expense,,Birdeye.com,,Credit Card Payable,271.75,"34,551.89"
,710 Office Supplies,11/29/2023,Expense,,Spotify,,Cash in BOA 0693,18.47,"34,570.36"
,710 Office Supplies,11/29/2023,Expense,,Wal-Mart,,Credit Card Payable,25.75,"34,596.11"
,710 Office Supplies,11/29/2023,Expense,,Target,,Credit Card Payable,66.05,"34,662.16"
,710 Office Supplies,11/29/2023,Expense,,Party City,,Credit Card Payable,21.09,"34,683.25"
,710 Office Supplies,11/30/2023,Expense,,Federal Withholding,,Cash in BOA 0716,0.11,"34,683.36"
,710 Office Supplies,11/30/2023,Expense,,Michaels,,Credit Card Payable,41.08,"34,724.44"
,710 Office Supplies,11/30/2023,Expense,,Amazon,,Credit Card Payable,31.51,"34,755.95"
,710 Office Supplies,11/30/2023,Expense,,Amazon,,Credit Card Payable,17.39,"34,773.34"
,710 Office Supplies,11/30/2023,Credit Card Credit,,Amazon,,Credit Card Payable,-82.20,"34,691.14"
,710 Office Supplies,12/01/2023,Expense,,Fred Meyer,,Credit Card Payable,24.88,"34,716.02"
,710 Office Supplies,12/01/2023,Credit Card Credit,,Amazon,,Credit Card Payable,-31.51,"34,684.51"
,710 Office Supplies,12/01/2023,Expense,,Clear Checks,,Credit Card Payable,34.98,"34,719.49"
,710 Office Supplies,12/04/2023,Expense,,Transfer Fee,,Cash in BOA 0693,1.00,"34,720.49"
,710 Office Supplies,12/04/2023,Expense,,DropBox,,Cash in BOA 0693,13.03,"34,733.52"
,710 Office Supplies,12/04/2023,Expense,,Amazon,,Credit Card Payable,186.02,"34,919.54"
,710 Office Supplies,12/04/2023,Expense,,Amazon,,Credit Card Payable,10.86,"34,930.40"
,710 Office Supplies,12/04/2023,Expense,,Amazon,,Credit Card Payable,35.74,"34,966.14"
,710 Office Supplies,12/04/2023,Expense,,Amazon,,Credit Card Payable,40.19,"35,006.33"
,710 Office Supplies,12/04/2023,Expense,,Amazon,,Credit Card Payable,1.49,"35,007.82"
,710 Office Supplies,12/04/2023,Expense,,Late Payment Fee,,Credit Card Payable,49.00,"35,056.82"
,710 Office Supplies,12/04/2023,Expense,,GSuite,,Credit Card Payable,58.70,"35,115.52"
,710 Office Supplies,12/06/2023,Expense,,Wal-Mart,,Credit Card Payable,191.99,"35,307.51"
,710 Office Supplies,12/06/2023,Expense,,Party City,,Credit Card Payable,22.80,"35,330.31"
,710 Office Supplies,12/06/2023,Expense,,Fred Meyer,,Credit Card Payable,38.30,"35,368.61"
,710 Office Supplies,12/06/2023,Credit Card Credit,,Amazon,,Credit Card Payable,-13.69,"35,354.92"
,710 Office Supplies,12/07/2023,Expense,,Apple,,Cash in BOA 0693,9.99,"35,364.91"
,710 Office Supplies,12/07/2023,Expense,,Party City,,Credit Card Payable,26.09,"35,391.00"
,710 Office Supplies,12/08/2023,Expense,,USPS,,Credit Card Payable,134.30,"35,525.30"
,710 Office Supplies,12/08/2023,Expense,,Amazon,,Credit Card Payable,30.42,"35,555.72"
,710 Office Supplies,12/08/2023,Expense,,Canva,,Credit Card Payable,14.99,"35,570.71"
,710 Office Supplies,12/11/2023,Expense,,Amazon,,Credit Card Payable,154.59,"35,725.30"
,710 Office Supplies,12/11/2023,Expense,,Amazon,,Credit Card Payable,79.42,"35,804.72"
,710 Office Supplies,12/11/2023,Expense,,Wal-Mart,,Credit Card Payable,7.53,"35,812.25"
,710 Office Supplies,12/11/2023,Expense,,Netflix,,Credit Card Payable,24.99,"35,837.24"
,710 Office Supplies,12/11/2023,Expense,,Adobe,,Credit Card Payable,21.73,"35,858.97"
,710 Office Supplies,12/11/2023,Expense,,GoTo Connect,,Credit Card Payable,333.92,"36,192.89"
,710 Office Supplies,12/12/2023,Expense,,Amazon,,Credit Card Payable,5.95,"36,198.84"
,710 Office Supplies,12/13/2023,Expense,,Transfer Fee,,Cash in BOA 0693,1.00,"36,199.84"
,710 Office Supplies,12/14/2023,Expense,,Apple,,Cash in BOA 0693,10.86,"36,210.70"
,710 Office Supplies,12/14/2023,Credit Card Credit,,hobby lobby,,Credit Card Payable,-7.85,"36,202.85"
,710 Office Supplies,12/18/2023,Expense,,Transfer Fee,,Cash in BOA 0693,1.00,"36,203.85"
,710 Office Supplies,12/18/2023,Expense,,Netflix,,Cash in BOA 0693,24.99,"36,228.84"
,710 Office Supplies,12/19/2023,Expense,,Amazon,,Credit Card Payable,32.99,"36,261.83"
,710 Office Supplies,12/19/2023,Expense,,Dollar Tree,,Credit Card Payable,4.08,"36,265.91"
,710 Office Supplies,12/19/2023,Expense,,Costco,,Credit Card Payable,86.80,"36,352.71"
,710 Office Supplies,12/20/2023,Expense,,Amazon,,Credit Card Payable,112.68,"36,465.39"
,710 Office Supplies,12/20/2023,Expense,,Amazon,,Credit Card Payable,49.22,"36,514.61"
,710 Office Supplies,12/20/2023,Expense,,Target,,Credit Card Payable,83.05,"36,597.66"
,710 Office Supplies,12/21/2023,Expense,,Adobe,,Cash in BOA 0693,10.86,"36,608.52"
,710 Office Supplies,12/21/2023,Expense,,Amazon,,Credit Card Payable,40.21,"36,648.73"
,710 Office Supplies,12/21/2023,Expense,,Safeway,,Credit Card Payable,97.77,"36,746.50"
,710 Office Supplies,12/21/2023,Expense,,Fred Meyer,,Credit Card Payable,79.66,"36,826.16"
,710 Office Supplies,12/22/2023,Expense,,Target,,Credit Card Payable,3.26,"36,829.42"
,710 Office Supplies,12/22/2023,Expense,,Fred Meyer,,Credit Card Payable,65.23,"36,894.65"
,710 Office Supplies,12/26/2023,Expense,,Transfer Fee,,Cash in BOA 0693,1.00,"36,895.65"
,710 Office Supplies,12/26/2023,Expense,,Fred Meyer,,Credit Card Payable,15.29,"36,910.94"
,710 Office Supplies,12/26/2023,Expense,,Amazon Free Time,,Credit Card Payable,5.42,"36,916.36"
,710 Office Supplies,12/28/2023,Expense,,Transfer Fee,,Cash in BOA 0693,1.00,"36,917.36"
,710 Office Supplies,12/28/2023,Expense,,Netflix,,Credit Card Payable,24.99,"36,942.35"
,710 Office Supplies,12/28/2023,Expense,,Wal-Mart,,Credit Card Payable,26.14,"36,968.49"
,710 Office Supplies,12/28/2023,Expense,,PBHS,,Credit Card Payable,10.00,"36,978.49"
,710 Office Supplies,12/28/2023,Expense,,Party City,,Credit Card Payable,21.74,"37,000.23"
,710 Office Supplies,12/28/2023,Expense,,Birdeye.com,,Credit Card Payable,271.75,"37,271.98"
,710 Office Supplies,12/29/2023,Expense,,Federal Withholding,,Cash in BOA 0716,0.15,"37,272.13"
,710 Office Supplies,12/29/2023,Expense,,Spotify,,Cash in BOA 0693,18.47,"37,290.60"
,710 Office Supplies,12/31/2023,Journal Entry,CPA 03,,,,-3.52,"37,287.08"
Total for 710 Office Supplies,,,,,,,,"$37,287.08",
710.1 Office Supplies - PPT,,,,,,,,,
,710.1 Office Supplies - PPT,06/01/2023,Expense,,Apple,,Cash in BOA 0693,921.77,921.77
,710.1 Office Supplies - PPT,06/26/2023,Expense,,Mark Alper,,Credit Card Payable,690.40,"1,612.17"
,710.1 Office Supplies - PPT,08/10/2023,Check,2517,voided,,Cash in BOA 0693,0.00,"1,612.17"
,710.1 Office Supplies - PPT,08/10/2023,Check,2518,voided,,Cash in BOA 0693,0.00,"1,612.17"
,710.1 Office Supplies - PPT,08/10/2023,Check,2519,voided,,Cash in BOA 0693,0.00,"1,612.17"
,710.1 Office Supplies - PPT,08/10/2023,Check,2523,voided,,Cash in BOA 0693,0.00,"1,612.17"
,710.1 Office Supplies - PPT,09/27/2023,Expense,,Apple,,Credit Card Payable,"1,412.01","3,024.18"
,710.1 Office Supplies - PPT,10/31/2023,Expense,,wayfair,,Cash in BOA 0693,841.27,"3,865.45"
Total for 710.1 Office Supplies - PPT,,,,,,,,"$3,865.45",
Total for 710 Office Supplies with sub-accounts,,,,,,,,"$41,152.53",
719 Practice Consultants,,,,,,,,,
,719 Practice Consultants,01/05/2023,Credit Card Expense,,Jameson Management,,Credit Card Payable,"2,994.00","2,994.00"
,719 Practice Consultants,01/23/2023,Expense,,Zimworks,,Cash in BOA 0693,"1,735.00","4,729.00"
,719 Practice Consultants,01/30/2023,Expense,,Cedr,,Credit Card Payable,149.00,"4,878.00"
,719 Practice Consultants,02/06/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","7,872.00"
,719 Practice Consultants,02/10/2023,Expense,,Zimworks,,Credit Card Payable,123.60,"7,995.60"
,719 Practice Consultants,02/27/2023,Expense,,Zimworks,,Cash in BOA 0693,"1,735.00","9,730.60"
,719 Practice Consultants,03/01/2023,Expense,,Cedr,,Credit Card Payable,149.00,"9,879.60"
,719 Practice Consultants,03/06/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","12,873.60"
,719 Practice Consultants,03/20/2023,Expense,,Zimworks,,Cash in BOA 0693,"1,735.00","14,608.60"
,719 Practice Consultants,03/29/2023,Expense,,Cedr,,Credit Card Payable,149.00,"14,757.60"
,719 Practice Consultants,04/05/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","17,751.60"
,719 Practice Consultants,04/14/2023,Expense,,Zimworks,,Cash in BOA 0693,"1,735.00","19,486.60"
,719 Practice Consultants,04/28/2023,Expense,,Cedr,,Credit Card Payable,149.00,"19,635.60"
,719 Practice Consultants,05/04/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","22,629.60"
,719 Practice Consultants,05/12/2023,Expense,,Zimworks,,Cash in BOA 0693,"1,735.00","24,364.60"
,719 Practice Consultants,05/29/2023,Expense,,Cedr,,Credit Card Payable,149.00,"24,513.60"
,719 Practice Consultants,06/05/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","27,507.60"
,719 Practice Consultants,06/30/2023,Expense,,Cedr,,Cash in BOA 0693,149.00,"27,656.60"
,719 Practice Consultants,07/06/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","30,650.60"
,719 Practice Consultants,08/01/2023,Expense,,Cedr,,Cash in BOA 0693,149.00,"30,799.60"
,719 Practice Consultants,08/07/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","33,793.60"
,719 Practice Consultants,08/30/2023,Expense,,Cedr,,Cash in BOA 0693,149.00,"33,942.60"
,719 Practice Consultants,09/05/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","36,936.60"
,719 Practice Consultants,10/02/2023,Expense,,Cedr,,Cash in BOA 0693,149.00,"37,085.60"
,719 Practice Consultants,10/05/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","40,079.60"
,719 Practice Consultants,10/16/2023,Expense,,Zayo Group,,Credit Card Payable,461.38,"40,540.98"
,719 Practice Consultants,10/31/2023,Expense,,Cedr,,Cash in BOA 0693,149.00,"40,689.98"
,719 Practice Consultants,11/06/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","43,683.98"
,719 Practice Consultants,11/15/2023,Expense,,Zayo Group,,Credit Card Payable,461.38,"44,145.36"
,719 Practice Consultants,11/30/2023,Expense,,Cedr,,Cash in BOA 0693,149.00,"44,294.36"
,719 Practice Consultants,12/04/2023,Expense,,Jameson Management,,Credit Card Payable,"2,994.00","47,288.36"
,719 Practice Consultants,12/15/2023,Expense,,Zayo Group,,Credit Card Payable,461.38,"47,749.74"
,719 Practice Consultants,12/31/2023,Journal Entry,CPA 05,,,,"15,550.00","63,299.74"
Total for 719 Practice Consultants,,,,,,,,"$63,299.74",
707 Legal & Professional Fees,,,,,,,,,
,707 Legal & Professional Fees,01/06/2023,Expense,,Fluence,,Cash in BOA 0693,"4,000.00","4,000.00"
,707 Legal & Professional Fees,01/27/2023,Expense,,Fluence,,Cash in BOA 0693,"3,000.00","7,000.00"
,707 Legal & Professional Fees,02/03/2023,Expense,,Mark Alper,,Credit Card Payable,"1,050.00","8,050.00"
,707 Legal & Professional Fees,02/17/2023,Expense,,Fluence,,Cash in BOA 0693,"3,000.00","11,050.00"
,707 Legal & Professional Fees,03/24/2023,Expense,,Fluence,,Cash in BOA 0693,"1,500.00","12,550.00"
,707 Legal & Professional Fees,05/18/2023,Expense,,Fluence,,Cash in BOA 0693,"2,500.00","15,050.00"
,707 Legal & Professional Fees,07/07/2023,Expense,,Fluence,,BOA Secondary Checking 0246,"2,000.00","17,050.00"
,707 Legal & Professional Fees,07/12/2023,Expense,,Cain Watters Associates,,Credit Card Payable,"5,000.00","22,050.00"
,707 Legal & Professional Fees,07/17/2023,Expense,,Stoel Rives LLP,,Credit Card Payable,"1,318.00","23,368.00"
,707 Legal & Professional Fees,07/27/2023,Expense,,Fluence,,BOA Secondary Checking 0246,"5,365.00","28,733.00"
,707 Legal & Professional Fees,08/01/2023,Expense,,Cain Watters Associates,,Credit Card Payable,"5,000.00","33,733.00"
,707 Legal & Professional Fees,09/04/2023,Expense,,Cain Watters Associates,,Credit Card Payable,"1,125.00","34,858.00"
,707 Legal & Professional Fees,10/03/2023,Expense,,Cain Watters Associates,,Credit Card Payable,"1,125.00","35,983.00"
,707 Legal & Professional Fees,11/02/2023,Expense,,Cain Watters Associates,,Credit Card Payable,"1,125.00","37,108.00"
,707 Legal & Professional Fees,11/27/2023,Expense,,Motschenbacher & Blattner,,BOA Secondary Checking 0246,"1,556.25","38,664.25"
,707 Legal & Professional Fees,12/04/2023,Expense,,Cain Watters Associates,,Credit Card Payable,"1,125.00","39,789.25"
,707 Legal & Professional Fees,12/29/2023,Expense,,Fluence,,BOA Secondary Checking 0246,"2,675.00","42,464.25"
,707 Legal & Professional Fees,12/31/2023,Journal Entry,CPA 05,,,,"-19,550.00","22,914.25"
Total for 707 Legal & Professional Fees,,,,,,,,"$22,914.25",
747 Other General Costs,,,,,,,,,
,747 Other General Costs,01/06/2023,Credit Card Expense,,Banfield,,Credit Card Payable,51.95,51.95
,747 Other General Costs,02/06/2023,Expense,,Banfield,,Credit Card Payable,51.95,103.90
,747 Other General Costs,03/06/2023,Expense,,Banfield,,Credit Card Payable,51.95,155.85
,747 Other General Costs,03/20/2023,Expense,,Petsmart,,Credit Card Payable,170.39,326.24
,747 Other General Costs,04/06/2023,Expense,,Banfield,,Credit Card Payable,51.95,378.19
,747 Other General Costs,05/08/2023,Expense,,Banfield,,Credit Card Payable,51.95,430.14
,747 Other General Costs,05/22/2023,Expense,,Banfield,,Credit Card Payable,216.26,646.40
,747 Other General Costs,06/05/2023,Expense,,Banfield,,Credit Card Payable,103.53,749.93
,747 Other General Costs,06/06/2023,Expense,,Banfield,,Credit Card Payable,51.95,801.88
,747 Other General Costs,07/13/2023,Expense,,Banfield,,Credit Card Payable,51.95,853.83
,747 Other General Costs,07/17/2023,Expense,,Muddy Paws,,Credit Card Payable,36.00,889.83
,747 Other General Costs,08/07/2023,Expense,,Banfield,,Credit Card Payable,51.95,941.78
,747 Other General Costs,09/06/2023,Expense,,Banfield,,Credit Card Payable,51.95,993.73
,747 Other General Costs,10/06/2023,Expense,,Banfield,,Credit Card Payable,56.95,"1,050.68"
,747 Other General Costs,11/06/2023,Expense,,Banfield,,Credit Card Payable,56.95,"1,107.63"
,747 Other General Costs,12/06/2023,Expense,,Banfield,,Credit Card Payable,56.95,"1,164.58"
Total for 747 Other General Costs,,,,,,,,"$1,164.58",
716 Dues & Subscriptions,,,,,,,,,
,716 Dues & Subscriptions,01/06/2023,Credit Card Expense,,Macpractice Inc,,Credit Card Payable,326.95,326.95
,716 Dues & Subscriptions,01/11/2023,Expense,,AAPDORG,,Credit Card Payable,708.75,"1,035.70"
,716 Dues & Subscriptions,01/11/2023,Expense,,AAPDORG,,Credit Card Payable,400.00,"1,435.70"
,716 Dues & Subscriptions,01/12/2023,Check,2423,LSCMC Medical Staff,,Cash in BOA 0693,200.00,"1,635.70"
,716 Dues & Subscriptions,01/13/2023,Expense,,ABPD,,Credit Card Payable,150.00,"1,785.70"
,716 Dues & Subscriptions,01/13/2023,Expense,,ABPD,,Credit Card Payable,150.00,"1,935.70"
,716 Dues & Subscriptions,03/06/2023,Check,2444,LEMC Medical Staff,,Cash in BOA 0693,225.00,"2,160.70"
,716 Dues & Subscriptions,04/26/2023,Check,2470,PHSOR Annual Dues,,Cash in BOA 0693,250.00,"2,410.70"
,716 Dues & Subscriptions,05/25/2023,Expense,,AAPDORG,,Credit Card Payable,275.00,"2,685.70"
,716 Dues & Subscriptions,05/25/2023,Expense,,AAPDORG,,Credit Card Payable,275.00,"2,960.70"
,716 Dues & Subscriptions,07/21/2023,Expense,,Adobe,,Cash in BOA 0693,10.86,"2,971.56"
,716 Dues & Subscriptions,07/25/2023,Expense,,Google,,Cash in BOA 0693,2.16,"2,973.72"
,716 Dues & Subscriptions,07/31/2023,Expense,,Washington State Dental Society,,Credit Card Payable,699.00,"3,672.72"
,716 Dues & Subscriptions,08/02/2023,Expense,,DropBox,,Cash in BOA 0693,13.03,"3,685.75"
,716 Dues & Subscriptions,08/07/2023,Expense,,Google,,Cash in BOA 0693,24.99,"3,710.74"
,716 Dues & Subscriptions,08/14/2023,Expense,,Plex TV,,Cash in BOA 0693,39.99,"3,750.73"
,716 Dues & Subscriptions,08/14/2023,Expense,,Apple,,Cash in BOA 0693,7.60,"3,758.33"
,716 Dues & Subscriptions,08/16/2023,Expense,,Washington State Dental Society,,Credit Card Payable,213.00,"3,971.33"
,716 Dues & Subscriptions,11/13/2023,Expense,,ABPD,,Credit Card Payable,200.00,"4,171.33"
,716 Dues & Subscriptions,11/13/2023,Expense,,ABPD,,Credit Card Payable,200.00,"4,371.33"
,716 Dues & Subscriptions,11/13/2023,Expense,,ABPD,,Credit Card Payable,200.00,"4,571.33"
,716 Dues & Subscriptions,11/13/2023,Expense,,ABPD,,Credit Card Payable,200.00,"4,771.33"
,716 Dues & Subscriptions,11/13/2023,Expense,,American Academy of Pediatric Dent,,Credit Card Payable,690.00,"5,461.33"
,716 Dues & Subscriptions,11/13/2023,Expense,,American Academy of Pediatric Dent,,Credit Card Payable,915.00,"6,376.33"
Total for 716 Dues & Subscriptions,,,,,,,,"$6,376.33",
713 Licenses,,,,,,,,,
,713 Licenses,03/07/2023,Expense,,Oregon Board of Dentistry,,Credit Card Payable,468.50,468.50
,713 Licenses,07/27/2023,Expense,,Wa Secretary of State,,Credit Card Payable,120.00,588.50
,713 Licenses,07/27/2023,Expense,,Wa Department Of Health,,Credit Card Payable,417.50,"1,006.00"
,713 Licenses,07/27/2023,Expense,,Wa Department Of Health,,Credit Card Payable,417.50,"1,423.50"
,713 Licenses,08/04/2023,Expense,,Dea Registration,,Credit Card Payable,888.00,"2,311.50"
Total for 713 Licenses,,,,,,,,"$2,311.50",
Total for 716 Dues & Subscriptions with sub-accounts,,,,,,,,"$8,687.83",
728 Staff Meetings,,,,,,,,,
,728 Staff Meetings,01/13/2023,Expense,,black rock coffee,,Credit Card Payable,39.46,39.46
,728 Staff Meetings,01/16/2023,Expense,,Jersey Mike's,,Credit Card Payable,59.97,99.43
,728 Staff Meetings,01/19/2023,Expense,,MOD PIZZA,,Credit Card Payable,35.03,134.46
,728 Staff Meetings,01/20/2023,Expense,,black rock coffee,,Credit Card Payable,67.45,201.91
,728 Staff Meetings,01/23/2023,Expense,,Dominos,,Credit Card Payable,27.48,229.39
,728 Staff Meetings,01/24/2023,Expense,,Pho House,,Credit Card Payable,36.97,266.36
,728 Staff Meetings,01/25/2023,Expense,,Pho House,,Credit Card Payable,8.97,275.33
,728 Staff Meetings,01/30/2023,Expense,,MOD PIZZA,,Credit Card Payable,63.57,338.90
,728 Staff Meetings,01/31/2023,Expense,,Pho House,,Credit Card Payable,35.78,374.68
,728 Staff Meetings,01/31/2023,Expense,,Uber Eats,,Credit Card Payable,22.69,397.37
,728 Staff Meetings,02/03/2023,Expense,,Starbucks,,Credit Card Payable,20.96,418.33
,728 Staff Meetings,02/07/2023,Expense,,Pho House,,Credit Card Payable,30.56,448.89
,728 Staff Meetings,02/08/2023,Expense,,black rock coffee,,Credit Card Payable,17.65,466.54
,728 Staff Meetings,02/13/2023,Expense,,Starbucks,,Credit Card Payable,58.37,524.91
,728 Staff Meetings,02/15/2023,Expense,,Pho House,,Credit Card Payable,17.92,542.83
,728 Staff Meetings,02/17/2023,Expense,,Pho House,,Credit Card Payable,17.92,560.75
,728 Staff Meetings,02/20/2023,Expense,,Uber Eats,,Credit Card Payable,61.60,622.35
,728 Staff Meetings,02/22/2023,Expense,,Pho House,,Credit Card Payable,17.92,640.27
,728 Staff Meetings,02/24/2023,Expense,,MOD PIZZA,,Credit Card Payable,30.25,670.52
,728 Staff Meetings,03/01/2023,Expense,,Starbucks,,Credit Card Payable,10.34,680.86
,728 Staff Meetings,03/02/2023,Expense,,Pho House,,Credit Card Payable,8.15,689.01
,728 Staff Meetings,03/02/2023,Expense,,Pho House,,Credit Card Payable,17.92,706.93
,728 Staff Meetings,03/03/2023,Expense,,Starbucks,,Credit Card Payable,49.58,756.51
,728 Staff Meetings,03/06/2023,Expense,,Dominos,,Credit Card Payable,37.44,793.95
,728 Staff Meetings,03/06/2023,Expense,,MOD PIZZA,,Credit Card Payable,33.31,827.26
,728 Staff Meetings,03/09/2023,Expense,,Pho House,,Credit Card Payable,29.29,856.55
,728 Staff Meetings,03/10/2023,Expense,,BlackRock Coffee,,Credit Card Payable,80.10,936.65
,728 Staff Meetings,03/13/2023,Expense,,MOD PIZZA,,Credit Card Payable,37.16,973.81
,728 Staff Meetings,03/13/2023,Expense,,Starbucks,,Credit Card Payable,13.25,987.06
,728 Staff Meetings,03/15/2023,Expense,,Pho House,,Credit Card Payable,40.27,"1,027.33"
,728 Staff Meetings,03/16/2023,Expense,,Starbucks,,Credit Card Payable,13.47,"1,040.80"
,728 Staff Meetings,03/16/2023,Expense,,Starbucks,,Credit Card Payable,45.00,"1,085.80"
,728 Staff Meetings,03/16/2023,Expense,,Doordash,,Credit Card Payable,15.02,"1,100.82"
,728 Staff Meetings,03/20/2023,Expense,,Starbucks,,Credit Card Payable,7.55,"1,108.37"
,728 Staff Meetings,03/21/2023,Expense,,Uber Eats,,Credit Card Payable,67.44,"1,175.81"
,728 Staff Meetings,03/24/2023,Expense,,Starbucks,,Credit Card Payable,11.84,"1,187.65"
,728 Staff Meetings,03/27/2023,Expense,,Muchas Gracias,,Credit Card Payable,91.12,"1,278.77"
,728 Staff Meetings,03/27/2023,Expense,,BlackRock Coffee,,Credit Card Payable,21.48,"1,300.25"
,728 Staff Meetings,03/31/2023,Expense,,Dominos,,Credit Card Payable,36.22,"1,336.47"
,728 Staff Meetings,04/07/2023,Expense,,BlackRock Coffee,,Credit Card Payable,63.26,"1,399.73"
,728 Staff Meetings,04/07/2023,Expense,,BlackRock Coffee,,Credit Card Payable,15.36,"1,415.09"
,728 Staff Meetings,04/10/2023,Expense,,Pho House,,Credit Card Payable,28.04,"1,443.13"
,728 Staff Meetings,04/11/2023,Expense,,Starbucks,,Credit Card Payable,19.29,"1,462.42"
,728 Staff Meetings,04/13/2023,Expense,,Chipotle,,Credit Card Payable,28.38,"1,490.80"
,728 Staff Meetings,04/14/2023,Expense,,Doordash,,Credit Card Payable,15.03,"1,505.83"
,728 Staff Meetings,04/18/2023,Expense,,Pho House,,Credit Card Payable,29.90,"1,535.73"
,728 Staff Meetings,04/19/2023,Expense,,MOD PIZZA,,Credit Card Payable,33.34,"1,569.07"
,728 Staff Meetings,04/19/2023,Expense,,Starbucks,,Credit Card Payable,7.55,"1,576.62"
,728 Staff Meetings,04/20/2023,Expense,,Pho House,,Credit Card Payable,17.92,"1,594.54"
,728 Staff Meetings,04/24/2023,Expense,,Starbucks,,Credit Card Payable,5.38,"1,599.92"
,728 Staff Meetings,04/25/2023,Expense,,Starbucks,,Credit Card Payable,19.02,"1,618.94"
,728 Staff Meetings,04/26/2023,Expense,,Pho House,,Credit Card Payable,17.92,"1,636.86"
,728 Staff Meetings,04/27/2023,Expense,,Bellagios pizza,,Credit Card Payable,81.82,"1,718.68"
,728 Staff Meetings,05/04/2023,Expense,,Pho House,,Credit Card Payable,40.27,"1,758.95"
,728 Staff Meetings,05/08/2023,Expense,,Starbucks,,Credit Card Payable,19.07,"1,778.02"
,728 Staff Meetings,05/09/2023,Expense,,Pho House,,Credit Card Payable,8.15,"1,786.17"
,728 Staff Meetings,05/09/2023,Expense,,Pho House,,Credit Card Payable,26.82,"1,812.99"
,728 Staff Meetings,05/10/2023,Expense,,Pho House,,Credit Card Payable,17.92,"1,830.91"
,728 Staff Meetings,05/11/2023,Expense,,MOD PIZZA,,Credit Card Payable,33.34,"1,864.25"
,728 Staff Meetings,05/11/2023,Expense,,Pho House,,Credit Card Payable,17.92,"1,882.17"
,728 Staff Meetings,05/11/2023,Expense,,BlackRock Coffee,,Credit Card Payable,18.35,"1,900.52"
,728 Staff Meetings,05/15/2023,Expense,,Starbucks,,Credit Card Payable,21.20,"1,921.72"
,728 Staff Meetings,05/18/2023,Expense,,Uber Eats,,Credit Card Payable,56.48,"1,978.20"
,728 Staff Meetings,05/22/2023,Expense,,Starbucks,,Credit Card Payable,67.50,"2,045.70"
,728 Staff Meetings,05/22/2023,Expense,,Baskin,,Credit Card Payable,4.52,"2,050.22"
,728 Staff Meetings,05/24/2023,Expense,,Pho House,,Credit Card Payable,27.41,"2,077.63"
,728 Staff Meetings,05/25/2023,Expense,,Bellagios pizza,,Credit Card Payable,75.90,"2,153.53"
,728 Staff Meetings,05/29/2023,Expense,,Starbucks,,Credit Card Payable,6.69,"2,160.22"
,728 Staff Meetings,05/29/2023,Expense,,Charleys Philly Steaks,,Credit Card Payable,24.55,"2,184.77"
,728 Staff Meetings,05/29/2023,Expense,,GreenBeat,,Credit Card Payable,19.56,"2,204.33"
,728 Staff Meetings,05/29/2023,Expense,,Jamba Juice,,Credit Card Payable,20.38,"2,224.71"
,728 Staff Meetings,05/30/2023,Expense,,Dominos,,Credit Card Payable,22.16,"2,246.87"
,728 Staff Meetings,05/31/2023,Expense,,Pho House,,Credit Card Payable,17.92,"2,264.79"
,728 Staff Meetings,06/01/2023,Expense,,MOD PIZZA,,Credit Card Payable,33.34,"2,298.13"
,728 Staff Meetings,06/02/2023,Expense,,Starbucks,,Credit Card Payable,4.84,"2,302.97"
,728 Staff Meetings,06/08/2023,Expense,,Starbucks,,Credit Card Payable,18.04,"2,321.01"
,728 Staff Meetings,06/09/2023,Expense,,BlackRock Coffee,,Credit Card Payable,60.27,"2,381.28"
,728 Staff Meetings,06/12/2023,Expense,,Pita Pit,,Credit Card Payable,56.19,"2,437.47"
,728 Staff Meetings,06/13/2023,Expense,,Pho House,,Credit Card Payable,17.92,"2,455.39"
,728 Staff Meetings,06/13/2023,Expense,,Pho House,,Credit Card Payable,41.16,"2,496.55"
,728 Staff Meetings,06/15/2023,Expense,,Pho House,,Credit Card Payable,17.92,"2,514.47"
,728 Staff Meetings,06/16/2023,Expense,,Starbucks,,Credit Card Payable,12.45,"2,526.92"
